,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
2431,Female,78,1,35.0,0,1-2 Year,Yes,25667.0,26.0,16,1
2432,Male,46,1,28.0,0,1-2 Year,Yes,48097.0,124.0,283,1
2433,Male,40,1,33.0,0,1-2 Year,Yes,35207.0,124.0,23,1
2434,Female,31,1,35.0,0,< 1 Year,Yes,39731.0,124.0,143,1
2435,Female,27,1,17.0,0,1-2 Year,Yes,29563.0,124.0,160,1
2436,Female,22,1,2.0,0,< 1 Year,Yes,33926.0,152.0,20,1
2437,Male,58,1,28.0,0,1-2 Year,Yes,92790.0,26.0,271,1
2438,Female,50,1,8.0,0,1-2 Year,Yes,2630.0,26.0,123,1
2439,Female,32,1,8.0,0,1-2 Year,Yes,35012.0,154.0,173,1
2440,Female,23,1,38.0,0,< 1 Year,Yes,2630.0,156.0,196,1
2441,Female,54,1,28.0,0,1-2 Year,Yes,31358.0,26.0,54,1
2442,Female,49,1,28.0,0,> 2 Years,Yes,2630.0,26.0,45,1
2443,Male,67,1,41.0,0,1-2 Year,Yes,43246.0,26.0,180,1
2444,Female,38,1,15.0,0,1-2 Year,Yes,2630.0,152.0,114,1
2445,Female,38,1,28.0,0,1-2 Year,Yes,40935.0,26.0,87,1
2446,Female,59,1,28.0,0,1-2 Year,Yes,35644.0,26.0,121,1
2447,Male,57,1,22.0,0,1-2 Year,Yes,30757.0,26.0,227,1
2448,Female,51,1,15.0,0,1-2 Year,Yes,2630.0,156.0,275,1
2449,Male,44,1,28.0,0,1-2 Year,Yes,42746.0,124.0,74,1
2450,Female,49,1,8.0,0,> 2 Years,Yes,2630.0,25.0,270,1
2451,Male,49,1,39.0,0,1-2 Year,Yes,29490.0,163.0,254,1
2452,Male,34,1,28.0,0,1-2 Year,Yes,25734.0,124.0,51,1
2453,Male,51,1,8.0,0,1-2 Year,Yes,60324.0,26.0,111,1
2454,Male,27,1,37.0,0,< 1 Year,Yes,24874.0,152.0,241,1
2455,Male,64,1,28.0,0,> 2 Years,Yes,55119.0,26.0,146,1
2456,Male,51,1,28.0,0,> 2 Years,Yes,55711.0,26.0,180,1
2457,Male,38,1,24.0,0,1-2 Year,Yes,29012.0,26.0,22,1
2458,Male,32,1,15.0,0,< 1 Year,Yes,38753.0,152.0,257,1
2459,Male,29,1,40.0,0,< 1 Year,Yes,38863.0,124.0,147,1
2460,Male,51,1,37.0,0,1-2 Year,Yes,31034.0,124.0,19,1
2461,Male,46,1,28.0,0,1-2 Year,Yes,30190.0,124.0,43,1
2462,Male,28,1,28.0,0,1-2 Year,Yes,44070.0,156.0,194,1
2463,Female,46,1,28.0,0,> 2 Years,Yes,24847.0,26.0,28,1
2464,Male,37,1,35.0,0,1-2 Year,Yes,21290.0,124.0,204,1
2465,Female,30,1,41.0,0,< 1 Year,Yes,23814.0,152.0,214,1
2466,Female,62,1,46.0,0,1-2 Year,Yes,2630.0,124.0,189,1
2467,Male,23,1,30.0,0,< 1 Year,No,30929.0,152.0,155,1
2468,Female,42,1,28.0,0,> 2 Years,Yes,26379.0,26.0,99,1
2469,Male,62,1,28.0,0,1-2 Year,Yes,49954.0,26.0,189,1
2470,Female,51,1,15.0,0,1-2 Year,Yes,47202.0,124.0,34,1
2471,Female,64,1,38.0,0,1-2 Year,Yes,2630.0,156.0,31,1
2472,Male,51,1,28.0,0,1-2 Year,Yes,45754.0,26.0,47,1
2473,Male,67,1,28.0,0,1-2 Year,Yes,42357.0,26.0,31,1
2474,Female,78,1,28.0,0,1-2 Year,Yes,50656.0,26.0,164,1
2475,Male,43,1,28.0,0,1-2 Year,Yes,42456.0,124.0,150,1
2476,Male,39,1,23.0,0,1-2 Year,Yes,27627.0,136.0,257,1
2477,Male,45,1,41.0,0,1-2 Year,Yes,29227.0,12.0,199,1
2478,Female,49,1,33.0,0,> 2 Years,Yes,37112.0,26.0,153,1
2479,Male,59,1,46.0,0,> 2 Years,Yes,35354.0,26.0,152,1
2480,Female,51,1,28.0,0,1-2 Year,Yes,58308.0,122.0,71,1
2481,Female,38,1,28.0,0,1-2 Year,Yes,23078.0,124.0,50,1
2482,Female,45,1,41.0,0,1-2 Year,Yes,25112.0,124.0,66,1
2483,Female,47,1,28.0,0,1-2 Year,Yes,38633.0,26.0,216,1
2484,Male,48,1,8.0,0,1-2 Year,Yes,2630.0,124.0,51,1
2485,Male,23,1,28.0,1,< 1 Year,Yes,31802.0,160.0,58,1
2486,Male,24,1,28.0,0,< 1 Year,Yes,33289.0,152.0,46,1
2487,Female,46,1,28.0,0,1-2 Year,Yes,23561.0,124.0,31,1
2488,Male,45,1,28.0,0,1-2 Year,Yes,38909.0,155.0,106,1
2489,Female,46,1,28.0,0,1-2 Year,Yes,38001.0,124.0,98,1
2490,Male,42,1,28.0,0,1-2 Year,Yes,39462.0,26.0,141,1
2491,Female,45,1,27.0,0,1-2 Year,Yes,27045.0,26.0,13,1
2492,Male,37,1,28.0,0,1-2 Year,Yes,54798.0,13.0,222,1
2493,Male,57,1,28.0,0,1-2 Year,Yes,35109.0,124.0,52,1
2494,Male,56,1,28.0,0,1-2 Year,Yes,2630.0,156.0,247,1
2495,Female,31,1,28.0,0,1-2 Year,Yes,2630.0,26.0,177,1
2496,Female,27,1,30.0,0,< 1 Year,Yes,28064.0,152.0,175,1
2497,Male,51,1,4.0,0,1-2 Year,Yes,2630.0,26.0,91,1
2498,Male,58,1,29.0,0,1-2 Year,Yes,27976.0,124.0,221,1
2499,Female,32,1,50.0,0,< 1 Year,Yes,34197.0,124.0,267,1
2500,Male,31,1,3.0,0,1-2 Year,Yes,19028.0,124.0,295,1
2501,Female,34,1,35.0,0,1-2 Year,Yes,25084.0,157.0,246,1
2502,Male,41,1,2.0,0,1-2 Year,Yes,32233.0,124.0,152,1
2503,Female,51,1,28.0,0,1-2 Year,Yes,55740.0,26.0,132,1
2504,Male,26,1,28.0,0,1-2 Year,Yes,2630.0,156.0,255,1
2505,Male,47,1,28.0,0,1-2 Year,Yes,39310.0,26.0,257,1
2506,Female,44,1,43.0,0,1-2 Year,Yes,26124.0,26.0,54,1
2507,Female,71,1,28.0,0,> 2 Years,Yes,30996.0,124.0,100,1
2508,Male,50,1,28.0,0,1-2 Year,Yes,47859.0,124.0,37,1
2509,Female,22,1,28.0,0,1-2 Year,Yes,59078.0,26.0,104,1
2510,Male,45,1,15.0,0,1-2 Year,Yes,2630.0,124.0,42,1
2511,Female,50,1,28.0,0,1-2 Year,Yes,42448.0,26.0,99,1
2512,Male,43,1,28.0,0,1-2 Year,Yes,39138.0,124.0,136,1
2513,Male,39,1,28.0,0,1-2 Year,Yes,41123.0,26.0,211,1
2514,Female,22,1,41.0,0,< 1 Year,Yes,41841.0,152.0,253,1
2515,Female,59,1,48.0,0,1-2 Year,Yes,2630.0,15.0,40,1
2516,Female,49,1,50.0,0,1-2 Year,Yes,29736.0,8.0,208,1
2517,Male,29,1,28.0,0,< 1 Year,Yes,43721.0,152.0,69,1
2518,Male,79,1,11.0,0,1-2 Year,Yes,35149.0,26.0,55,1
2519,Female,39,1,28.0,0,1-2 Year,Yes,2630.0,26.0,158,1
2520,Female,52,1,41.0,0,1-2 Year,Yes,29970.0,157.0,54,1
2521,Female,23,1,39.0,0,1-2 Year,Yes,32601.0,124.0,125,1
2522,Female,80,1,41.0,0,1-2 Year,Yes,25048.0,26.0,163,1
2523,Male,63,1,28.0,0,> 2 Years,Yes,43326.0,26.0,141,1
2524,Male,36,1,28.0,0,1-2 Year,Yes,25275.0,26.0,198,1
2525,Male,38,1,28.0,0,1-2 Year,Yes,32219.0,122.0,165,1
2526,Female,54,1,35.0,0,1-2 Year,Yes,43177.0,26.0,207,1
2527,Male,44,1,28.0,0,> 2 Years,Yes,43203.0,26.0,106,1
2528,Female,24,1,28.0,0,1-2 Year,Yes,33941.0,124.0,296,1
2529,Male,56,1,8.0,0,1-2 Year,Yes,46174.0,26.0,206,1
2530,Male,60,1,41.0,0,1-2 Year,Yes,25558.0,26.0,199,1
2531,Male,41,1,30.0,0,1-2 Year,Yes,33163.0,124.0,68,1
2532,Male,48,1,28.0,0,1-2 Year,Yes,36117.0,26.0,158,1
2533,Male,54,1,28.0,0,1-2 Year,Yes,38887.0,124.0,295,1
2534,Male,62,1,33.0,0,1-2 Year,Yes,24785.0,124.0,186,1
2535,Female,49,1,8.0,0,1-2 Year,Yes,28931.0,26.0,279,1
2536,Female,44,1,28.0,0,1-2 Year,Yes,34750.0,124.0,271,1
2537,Male,42,1,33.0,0,1-2 Year,Yes,25492.0,124.0,171,1
2538,Male,28,1,12.0,0,< 1 Year,Yes,27814.0,152.0,219,1
2539,Female,32,1,11.0,0,1-2 Year,Yes,32016.0,124.0,33,1
2540,Male,57,1,28.0,0,1-2 Year,Yes,45316.0,124.0,62,1
2541,Male,34,1,41.0,0,1-2 Year,Yes,20974.0,152.0,193,1
2542,Female,32,1,46.0,0,1-2 Year,Yes,29146.0,156.0,87,1
2543,Female,43,1,28.0,0,1-2 Year,Yes,46101.0,26.0,169,1
2544,Female,43,1,35.0,0,1-2 Year,Yes,37987.0,10.0,102,1
2545,Male,43,1,28.0,0,> 2 Years,Yes,28900.0,124.0,27,1
2546,Male,51,1,46.0,0,1-2 Year,Yes,2630.0,157.0,89,1
2547,Female,39,1,21.0,0,1-2 Year,Yes,21359.0,124.0,228,1
2548,Female,55,1,46.0,0,1-2 Year,Yes,32846.0,26.0,201,1
2549,Male,22,1,47.0,0,< 1 Year,Yes,29750.0,152.0,108,1
2550,Male,42,1,48.0,0,1-2 Year,Yes,2630.0,26.0,271,1
2551,Female,47,1,28.0,0,1-2 Year,Yes,2630.0,26.0,278,1
2552,Male,34,1,24.0,0,1-2 Year,Yes,2630.0,157.0,79,1
2553,Male,43,1,46.0,0,1-2 Year,Yes,35295.0,26.0,28,1
2554,Female,26,1,28.0,0,< 1 Year,Yes,50118.0,26.0,255,1
2555,Male,43,1,11.0,0,1-2 Year,Yes,33270.0,124.0,43,1
2556,Male,39,1,48.0,0,1-2 Year,Yes,2630.0,26.0,65,1
2557,Male,32,1,37.0,0,< 1 Year,Yes,52058.0,124.0,24,1
2558,Male,46,1,28.0,0,> 2 Years,Yes,40435.0,26.0,291,1
2559,Female,40,1,28.0,0,1-2 Year,Yes,2630.0,124.0,18,1
2560,Male,38,1,28.0,0,1-2 Year,Yes,43574.0,52.0,159,1
2561,Female,30,1,6.0,0,< 1 Year,Yes,41467.0,152.0,29,1
2562,Male,41,1,28.0,0,1-2 Year,Yes,31864.0,26.0,114,1
2563,Male,25,1,29.0,0,1-2 Year,Yes,26523.0,124.0,16,1
2564,Female,41,1,28.0,0,1-2 Year,Yes,54740.0,124.0,212,1
2565,Female,34,1,23.0,0,1-2 Year,Yes,33468.0,158.0,119,1
2566,Male,67,1,36.0,0,1-2 Year,Yes,35740.0,124.0,99,1
2567,Male,41,1,41.0,0,1-2 Year,Yes,33990.0,12.0,149,1
2568,Male,63,1,15.0,0,> 2 Years,Yes,2630.0,124.0,86,1
2569,Female,53,1,28.0,0,> 2 Years,Yes,36652.0,26.0,39,1
2570,Female,43,1,28.0,0,1-2 Year,Yes,42847.0,124.0,180,1
2571,Male,37,1,8.0,0,1-2 Year,Yes,42704.0,124.0,223,1
2572,Male,49,1,45.0,0,1-2 Year,Yes,37506.0,30.0,38,1
2573,Female,29,1,7.0,0,< 1 Year,Yes,36113.0,152.0,284,1
2574,Male,36,1,28.0,0,> 2 Years,Yes,26537.0,124.0,37,1
2575,Female,32,1,28.0,0,< 1 Year,Yes,32194.0,154.0,86,1
2576,Male,38,1,29.0,0,1-2 Year,Yes,25531.0,124.0,142,1
2577,Male,43,1,28.0,0,1-2 Year,Yes,49001.0,124.0,103,1
2578,Female,35,1,28.0,0,1-2 Year,Yes,41932.0,26.0,75,1
2579,Female,66,1,28.0,0,> 2 Years,Yes,63918.0,122.0,51,1
2580,Female,41,1,28.0,0,1-2 Year,Yes,50621.0,122.0,135,1
2581,Female,59,1,41.0,0,1-2 Year,Yes,29768.0,124.0,217,1
2582,Male,55,1,28.0,0,1-2 Year,Yes,48401.0,26.0,159,1
2583,Female,33,1,46.0,0,< 1 Year,Yes,27103.0,124.0,293,1
2584,Female,45,1,28.0,0,1-2 Year,Yes,24516.0,26.0,230,1
2585,Female,45,1,28.0,0,1-2 Year,Yes,47436.0,122.0,96,1
2586,Female,23,1,11.0,0,< 1 Year,Yes,26515.0,152.0,122,1
2587,Female,36,1,40.0,0,1-2 Year,Yes,2630.0,124.0,95,1
2588,Male,63,1,8.0,0,> 2 Years,Yes,55718.0,26.0,70,1
2589,Female,33,1,41.0,0,< 1 Year,Yes,34477.0,152.0,121,1
2590,Female,41,1,28.0,0,1-2 Year,Yes,67533.0,26.0,279,1
2591,Male,40,1,23.0,0,1-2 Year,Yes,2630.0,156.0,19,1
2592,Female,29,1,28.0,0,1-2 Year,Yes,2630.0,157.0,209,1
2593,Female,43,1,28.0,0,1-2 Year,Yes,2630.0,26.0,285,1
2594,Male,50,1,28.0,0,> 2 Years,Yes,46761.0,26.0,133,1
2595,Male,26,1,36.0,0,< 1 Year,Yes,40788.0,152.0,207,1
2596,Male,50,1,35.0,0,> 2 Years,Yes,38705.0,26.0,134,1
2597,Male,51,1,28.0,0,1-2 Year,Yes,35589.0,26.0,92,1
2598,Male,31,1,28.0,0,< 1 Year,Yes,18360.0,124.0,112,1
2599,Female,32,1,48.0,0,1-2 Year,Yes,2630.0,157.0,183,1
2600,Male,40,1,48.0,0,1-2 Year,Yes,2630.0,15.0,50,1
2601,Female,22,1,47.0,0,< 1 Year,Yes,41663.0,152.0,85,1
2602,Male,33,1,28.0,0,< 1 Year,Yes,28136.0,26.0,273,1
2603,Female,34,1,29.0,0,1-2 Year,Yes,2630.0,156.0,170,1
2604,Female,50,1,37.0,0,1-2 Year,Yes,32566.0,124.0,96,1
2605,Male,39,1,28.0,0,1-2 Year,Yes,28166.0,154.0,173,1
2606,Female,34,1,28.0,0,1-2 Year,Yes,35507.0,60.0,246,1
2607,Male,40,1,28.0,0,1-2 Year,Yes,39679.0,122.0,263,1
2608,Male,43,1,28.0,0,1-2 Year,Yes,39875.0,26.0,297,1
2609,Male,47,1,28.0,0,1-2 Year,Yes,37796.0,26.0,12,1
2610,Male,44,1,46.0,0,1-2 Year,Yes,28539.0,91.0,183,1
2611,Female,62,1,46.0,0,1-2 Year,Yes,27195.0,30.0,229,1
2612,Female,43,1,28.0,0,1-2 Year,Yes,67527.0,26.0,215,1
2613,Male,41,1,28.0,0,1-2 Year,Yes,28677.0,125.0,236,1
2614,Male,48,1,28.0,0,> 2 Years,Yes,37057.0,26.0,158,1
2615,Female,47,1,14.0,0,1-2 Year,Yes,28746.0,154.0,34,1
2616,Male,38,1,15.0,0,1-2 Year,Yes,26415.0,26.0,285,1
2617,Female,44,1,37.0,0,> 2 Years,Yes,33285.0,124.0,45,1
2618,Female,42,1,29.0,0,1-2 Year,Yes,2630.0,157.0,162,1
2619,Male,38,1,28.0,0,1-2 Year,Yes,34202.0,26.0,203,1
2620,Male,43,1,28.0,0,1-2 Year,Yes,32526.0,37.0,296,1
2621,Male,67,1,28.0,0,1-2 Year,Yes,53062.0,26.0,26,1
2622,Male,26,1,41.0,0,< 1 Year,Yes,34195.0,26.0,101,1
2623,Female,55,1,1.0,0,> 2 Years,Yes,2630.0,26.0,72,1
2624,Female,36,1,3.0,0,1-2 Year,Yes,28206.0,157.0,205,1
2625,Female,39,1,28.0,0,1-2 Year,Yes,2630.0,52.0,192,1
2626,Female,40,1,28.0,0,< 1 Year,No,2630.0,1.0,103,1
2627,Female,37,1,28.0,0,1-2 Year,Yes,38837.0,124.0,218,1
2628,Female,23,1,7.0,0,< 1 Year,Yes,30777.0,152.0,58,1
2629,Male,26,1,47.0,0,< 1 Year,Yes,42894.0,152.0,132,1
2630,Female,44,1,28.0,0,1-2 Year,Yes,2630.0,26.0,167,1
2631,Male,38,1,28.0,0,1-2 Year,Yes,27806.0,124.0,76,1
2632,Male,39,1,41.0,0,1-2 Year,Yes,25248.0,12.0,233,1
2633,Female,46,1,24.0,0,1-2 Year,Yes,23388.0,145.0,182,1
2634,Male,48,1,46.0,0,1-2 Year,Yes,24182.0,124.0,284,1
2635,Female,37,1,29.0,0,1-2 Year,Yes,28647.0,26.0,95,1
2636,Female,42,1,28.0,0,1-2 Year,Yes,29685.0,124.0,237,1
2637,Female,75,1,28.0,0,1-2 Year,Yes,56985.0,3.0,101,1
2638,Male,43,1,50.0,0,1-2 Year,Yes,28940.0,26.0,255,1
2639,Male,26,1,8.0,0,< 1 Year,Yes,29865.0,154.0,97,1
2640,Male,53,1,32.0,0,1-2 Year,Yes,36772.0,26.0,207,1
2641,Male,44,1,39.0,0,1-2 Year,Yes,110204.0,157.0,115,1
2642,Male,47,1,28.0,0,1-2 Year,Yes,38336.0,26.0,284,1
2643,Female,52,1,28.0,0,1-2 Year,Yes,56016.0,124.0,96,1
2644,Male,45,1,28.0,0,> 2 Years,Yes,2630.0,122.0,215,1
2645,Male,42,1,38.0,0,> 2 Years,Yes,30032.0,7.0,281,1
2646,Male,23,1,36.0,0,< 1 Year,Yes,29612.0,152.0,10,1
2647,Female,25,1,14.0,1,< 1 Year,Yes,21802.0,152.0,231,1
2648,Female,23,1,28.0,0,< 1 Year,Yes,64654.0,124.0,89,1
2649,Female,71,1,28.0,0,> 2 Years,Yes,82284.0,122.0,131,1
2650,Female,43,1,28.0,0,1-2 Year,Yes,2630.0,157.0,164,1
2651,Male,24,1,16.0,0,< 1 Year,Yes,23054.0,152.0,246,1
2652,Male,38,1,41.0,0,1-2 Year,Yes,34298.0,124.0,157,1
2653,Male,46,1,43.0,0,1-2 Year,Yes,36550.0,26.0,22,1
2654,Male,51,1,2.0,0,> 2 Years,Yes,32584.0,30.0,98,1
2655,Female,34,1,45.0,0,1-2 Year,Yes,34588.0,152.0,244,1
2656,Male,54,1,41.0,0,1-2 Year,Yes,38082.0,26.0,173,1
2657,Male,34,1,34.0,0,1-2 Year,Yes,38870.0,26.0,112,1
2658,Male,45,1,28.0,0,> 2 Years,Yes,46651.0,26.0,199,1
2659,Male,36,1,46.0,0,1-2 Year,Yes,25900.0,124.0,255,1
2660,Male,42,1,28.0,0,1-2 Year,Yes,61252.0,124.0,227,1
2661,Male,47,1,28.0,0,1-2 Year,Yes,39502.0,26.0,48,1
2662,Male,70,1,28.0,0,1-2 Year,Yes,56283.0,4.0,81,1
2663,Male,48,1,15.0,0,1-2 Year,Yes,30769.0,26.0,239,1
2664,Male,67,1,46.0,0,> 2 Years,Yes,28589.0,26.0,297,1
2665,Male,37,1,7.0,0,1-2 Year,Yes,2630.0,124.0,162,1
2666,Female,46,1,20.0,0,1-2 Year,Yes,2630.0,157.0,192,1
2667,Female,33,1,28.0,0,< 1 Year,Yes,39905.0,124.0,179,1
2668,Male,49,1,28.0,0,1-2 Year,Yes,37576.0,26.0,272,1
2669,Male,38,1,39.0,0,1-2 Year,Yes,31165.0,124.0,167,1
2670,Female,47,1,35.0,0,1-2 Year,Yes,2630.0,124.0,193,1
2671,Male,71,1,38.0,0,1-2 Year,Yes,41965.0,26.0,162,1
2672,Female,48,1,18.0,0,1-2 Year,Yes,19663.0,26.0,257,1
2673,Male,46,1,28.0,0,1-2 Year,Yes,2630.0,156.0,283,1
2674,Female,36,1,28.0,0,1-2 Year,Yes,46513.0,124.0,84,1
2675,Male,42,1,28.0,0,1-2 Year,Yes,44062.0,26.0,172,1
2676,Female,22,1,37.0,0,< 1 Year,Yes,25748.0,152.0,153,1
2677,Male,40,1,18.0,0,1-2 Year,Yes,27112.0,131.0,239,1
2678,Female,37,1,28.0,0,1-2 Year,Yes,70158.0,26.0,131,1
2679,Female,49,1,11.0,0,1-2 Year,Yes,2630.0,124.0,220,1
2680,Male,43,1,35.0,0,1-2 Year,Yes,34414.0,26.0,267,1
2681,Female,77,1,8.0,0,> 2 Years,Yes,59280.0,26.0,162,1
2682,Female,48,1,35.0,0,1-2 Year,Yes,39083.0,124.0,282,1
2683,Male,37,1,46.0,0,1-2 Year,Yes,26368.0,124.0,26,1
2684,Female,42,1,28.0,0,1-2 Year,Yes,69090.0,124.0,98,1
2685,Female,73,1,28.0,0,1-2 Year,Yes,2630.0,156.0,17,1
2686,Male,40,1,28.0,0,1-2 Year,Yes,25695.0,26.0,121,1
2687,Female,61,1,32.0,0,1-2 Year,Yes,2630.0,124.0,213,1
2688,Male,31,1,27.0,0,< 1 Year,Yes,28622.0,152.0,20,1
2689,Female,48,1,28.0,0,1-2 Year,Yes,57630.0,26.0,267,1
2690,Female,21,1,3.0,0,< 1 Year,No,28651.0,160.0,277,1
2691,Male,31,1,46.0,0,< 1 Year,Yes,29009.0,154.0,111,1
2692,Male,51,1,28.0,0,1-2 Year,Yes,30608.0,124.0,100,1
2693,Male,54,1,46.0,0,1-2 Year,Yes,2630.0,124.0,255,1
2694,Male,49,1,38.0,0,1-2 Year,Yes,27182.0,26.0,206,1
2695,Female,44,1,28.0,0,1-2 Year,Yes,34331.0,124.0,89,1
2696,Female,31,1,10.0,0,< 1 Year,Yes,2630.0,124.0,21,1
2697,Male,49,1,28.0,0,> 2 Years,Yes,2630.0,156.0,83,1
2698,Male,47,1,28.0,0,1-2 Year,Yes,51342.0,124.0,175,1
2699,Male,33,1,8.0,0,< 1 Year,Yes,51088.0,26.0,111,1
2700,Male,23,1,11.0,0,< 1 Year,Yes,31778.0,152.0,22,1
2701,Female,40,1,28.0,0,1-2 Year,Yes,2630.0,52.0,250,1
2702,Male,43,1,29.0,0,1-2 Year,Yes,37815.0,26.0,256,1
2703,Male,42,1,35.0,0,1-2 Year,Yes,29964.0,124.0,49,1
2704,Female,52,1,9.0,0,1-2 Year,Yes,28062.0,124.0,287,1
2705,Male,29,1,12.0,0,< 1 Year,Yes,2630.0,26.0,110,1
2706,Male,30,1,28.0,0,< 1 Year,Yes,45969.0,13.0,88,1
2707,Male,37,1,41.0,0,> 2 Years,Yes,34886.0,26.0,251,1
2708,Male,42,1,45.0,0,> 2 Years,Yes,32065.0,26.0,15,1
2709,Female,42,1,7.0,0,1-2 Year,Yes,23680.0,26.0,145,1
2710,Female,47,1,28.0,0,> 2 Years,Yes,32501.0,26.0,248,1
2711,Female,46,1,1.0,0,1-2 Year,Yes,2630.0,26.0,27,1
2712,Male,48,1,36.0,0,1-2 Year,Yes,36307.0,124.0,228,1
2713,Male,21,1,8.0,0,< 1 Year,Yes,31173.0,154.0,192,1
2714,Male,34,1,28.0,0,1-2 Year,Yes,31270.0,163.0,133,1
2715,Female,41,1,28.0,0,1-2 Year,Yes,42480.0,26.0,16,1
2716,Male,59,1,28.0,0,> 2 Years,Yes,47559.0,26.0,45,1
2717,Female,30,1,18.0,0,1-2 Year,Yes,2630.0,157.0,244,1
2718,Male,33,1,48.0,0,1-2 Year,Yes,2630.0,157.0,218,1
2719,Male,44,1,36.0,0,1-2 Year,Yes,41271.0,124.0,242,1
2720,Female,44,1,47.0,0,1-2 Year,Yes,37481.0,26.0,96,1
2721,Male,53,1,39.0,0,1-2 Year,Yes,30201.0,156.0,139,1
2722,Male,42,1,28.0,0,> 2 Years,Yes,32367.0,124.0,157,1
2723,Male,42,1,26.0,0,1-2 Year,Yes,2630.0,124.0,220,1
2724,Male,46,1,15.0,0,1-2 Year,Yes,28932.0,163.0,285,1
2725,Male,37,1,30.0,0,1-2 Year,Yes,26429.0,26.0,53,1
2726,Male,60,1,35.0,0,1-2 Year,Yes,21569.0,26.0,73,1
2727,Male,53,1,28.0,0,1-2 Year,Yes,51709.0,29.0,104,1
2728,Female,56,1,19.0,0,1-2 Year,Yes,2630.0,122.0,212,1
2729,Female,37,1,27.0,0,1-2 Year,Yes,27870.0,124.0,243,1
2730,Male,55,1,19.0,0,1-2 Year,Yes,30994.0,26.0,118,1
2731,Male,37,1,29.0,0,1-2 Year,Yes,2630.0,156.0,15,1
2732,Female,38,1,39.0,0,> 2 Years,Yes,38067.0,124.0,84,1
2733,Male,23,1,10.0,0,< 1 Year,Yes,32359.0,160.0,67,1
2734,Female,38,1,8.0,0,1-2 Year,Yes,35999.0,124.0,84,1
2735,Female,54,1,28.0,0,1-2 Year,Yes,43574.0,124.0,216,1
2736,Female,38,1,36.0,0,1-2 Year,Yes,30932.0,163.0,15,1
2737,Male,75,1,28.0,0,1-2 Year,Yes,33589.0,30.0,72,1
2738,Male,28,1,47.0,0,1-2 Year,Yes,2630.0,156.0,275,1
2739,Male,50,1,28.0,0,1-2 Year,Yes,40384.0,26.0,185,1
2740,Male,62,1,12.0,0,1-2 Year,Yes,35259.0,124.0,115,1
2741,Male,49,1,8.0,0,1-2 Year,Yes,49584.0,7.0,152,1
2742,Male,48,1,28.0,0,1-2 Year,Yes,49175.0,26.0,120,1
2743,Male,53,1,29.0,0,1-2 Year,Yes,46181.0,26.0,32,1
2744,Female,22,1,8.0,0,< 1 Year,Yes,73710.0,152.0,161,1
2745,Female,42,1,28.0,0,1-2 Year,Yes,40420.0,124.0,67,1
2746,Male,41,1,23.0,0,1-2 Year,Yes,22654.0,26.0,174,1
2747,Female,42,1,28.0,0,1-2 Year,Yes,2630.0,26.0,150,1
2748,Male,37,1,28.0,0,1-2 Year,Yes,49097.0,124.0,36,1
2749,Female,46,1,28.0,0,1-2 Year,Yes,39217.0,26.0,174,1
2750,Female,26,1,11.0,0,< 1 Year,Yes,28882.0,152.0,220,1
2751,Male,31,1,29.0,0,< 1 Year,Yes,30039.0,26.0,79,1
2752,Female,44,1,41.0,0,1-2 Year,Yes,49885.0,26.0,194,1
2753,Male,43,1,1.0,0,1-2 Year,Yes,2630.0,124.0,185,1
2754,Male,56,1,28.0,0,1-2 Year,Yes,31165.0,26.0,81,1
2755,Female,69,1,28.0,0,> 2 Years,Yes,58092.0,122.0,54,1
2756,Female,57,1,31.0,0,1-2 Year,Yes,2630.0,156.0,258,1
2757,Female,53,1,28.0,0,> 2 Years,Yes,42297.0,122.0,163,1
2758,Male,37,1,41.0,0,1-2 Year,Yes,41643.0,26.0,30,1
2759,Female,48,1,28.0,0,1-2 Year,Yes,31536.0,26.0,115,1
2760,Female,46,1,28.0,0,1-2 Year,Yes,50032.0,124.0,64,1
2761,Female,36,1,15.0,0,1-2 Year,Yes,34542.0,124.0,124,1
2762,Female,39,1,28.0,0,1-2 Year,Yes,25233.0,26.0,261,1
2763,Female,42,1,28.0,0,1-2 Year,Yes,31327.0,124.0,184,1
2764,Male,50,1,28.0,0,1-2 Year,Yes,44443.0,25.0,82,1
2765,Male,62,1,47.0,0,1-2 Year,Yes,41055.0,124.0,116,1
2766,Male,52,1,18.0,0,1-2 Year,Yes,2630.0,157.0,220,1
2767,Male,54,1,28.0,0,1-2 Year,Yes,50462.0,26.0,21,1
2768,Male,48,1,7.0,0,1-2 Year,Yes,37492.0,26.0,201,1
2769,Male,48,1,28.0,0,> 2 Years,Yes,45359.0,26.0,268,1
2770,Male,41,1,45.0,0,1-2 Year,Yes,33713.0,124.0,176,1
2771,Male,25,1,6.0,0,< 1 Year,Yes,33042.0,124.0,149,1
2772,Male,28,1,31.0,0,1-2 Year,Yes,2630.0,26.0,85,1
2773,Male,52,1,28.0,0,1-2 Year,Yes,2630.0,26.0,299,1
2774,Male,40,1,28.0,0,1-2 Year,Yes,58952.0,26.0,70,1
2775,Female,33,1,28.0,0,< 1 Year,Yes,38072.0,26.0,123,1
2776,Male,46,1,28.0,0,1-2 Year,Yes,44129.0,124.0,121,1
2777,Male,52,1,28.0,0,1-2 Year,Yes,36636.0,26.0,289,1
2778,Female,35,1,28.0,0,1-2 Year,No,60880.0,26.0,292,1
