,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
4057,Male,21,1,3.0,0,1-2 Year,Yes,24503.0,156.0,269,1
4058,Male,22,1,50.0,1,< 1 Year,No,23219.0,152.0,33,0
4059,Male,42,1,3.0,0,1-2 Year,Yes,32084.0,26.0,15,1
4060,Female,23,1,29.0,1,< 1 Year,No,28428.0,151.0,253,0
4061,Male,23,1,2.0,1,< 1 Year,No,31469.0,152.0,220,0
4062,Female,63,1,28.0,0,1-2 Year,Yes,28862.0,30.0,200,0
4063,Male,53,1,28.0,0,1-2 Year,Yes,55666.0,26.0,85,0
4064,Male,22,1,27.0,1,< 1 Year,No,37709.0,152.0,167,0
4065,Male,33,1,45.0,1,1-2 Year,No,33096.0,124.0,256,0
4066,Male,69,1,48.0,0,1-2 Year,Yes,2630.0,26.0,228,0
4067,Male,46,1,38.0,0,1-2 Year,Yes,33932.0,124.0,108,0
4068,Male,44,1,28.0,0,1-2 Year,Yes,47264.0,26.0,284,1
4069,Female,27,1,30.0,1,< 1 Year,No,25126.0,152.0,183,0
4070,Female,24,1,41.0,1,< 1 Year,No,40528.0,152.0,232,0
4071,Male,45,1,28.0,0,1-2 Year,Yes,39891.0,26.0,198,1
4072,Female,56,1,28.0,1,1-2 Year,No,49163.0,26.0,210,0
4073,Male,54,1,12.0,0,1-2 Year,Yes,30757.0,124.0,55,0
4074,Female,26,1,8.0,1,< 1 Year,Yes,27754.0,152.0,52,0
4075,Male,54,1,28.0,1,1-2 Year,No,59061.0,147.0,143,0
4076,Male,36,1,28.0,1,1-2 Year,No,35613.0,26.0,10,0
4077,Male,54,1,28.0,0,1-2 Year,Yes,58609.0,26.0,80,0
4078,Male,52,1,3.0,1,1-2 Year,No,34000.0,124.0,250,0
4079,Male,38,1,0.0,1,1-2 Year,No,2630.0,52.0,289,0
4080,Female,68,1,31.0,0,1-2 Year,Yes,2630.0,3.0,67,0
4081,Female,64,1,28.0,0,1-2 Year,Yes,57409.0,26.0,58,1
4082,Male,41,1,48.0,0,> 2 Years,Yes,2630.0,122.0,105,0
4083,Male,27,1,15.0,0,< 1 Year,Yes,27847.0,152.0,233,0
4084,Female,62,1,3.0,1,1-2 Year,Yes,33998.0,30.0,91,0
4085,Male,59,1,22.0,0,1-2 Year,Yes,30955.0,26.0,71,1
4086,Male,44,1,48.0,0,1-2 Year,Yes,2630.0,26.0,218,1
4087,Male,67,1,28.0,0,1-2 Year,Yes,45316.0,25.0,248,1
4088,Male,56,1,28.0,0,1-2 Year,Yes,45425.0,122.0,285,0
4089,Female,25,1,30.0,1,< 1 Year,No,35057.0,152.0,250,0
4090,Male,58,0,46.0,0,1-2 Year,Yes,24803.0,124.0,215,0
4091,Male,21,1,46.0,0,< 1 Year,Yes,34384.0,160.0,203,0
4092,Male,25,1,29.0,1,< 1 Year,No,33464.0,26.0,92,0
4093,Male,71,1,28.0,0,1-2 Year,Yes,32691.0,26.0,138,0
4094,Male,24,1,46.0,0,< 1 Year,No,29730.0,152.0,231,0
4095,Female,31,1,28.0,0,1-2 Year,Yes,38358.0,158.0,222,0
4096,Male,35,1,45.0,1,1-2 Year,No,25962.0,26.0,234,0
4097,Female,40,1,28.0,1,1-2 Year,No,35077.0,55.0,44,0
4098,Female,24,1,29.0,1,< 1 Year,No,42113.0,152.0,110,0
4099,Female,41,1,28.0,0,1-2 Year,Yes,48671.0,26.0,183,0
4100,Male,30,1,29.0,1,< 1 Year,No,2630.0,152.0,178,0
4101,Female,22,1,36.0,1,< 1 Year,No,81215.0,152.0,65,0
4102,Female,74,1,28.0,0,1-2 Year,Yes,55706.0,24.0,143,0
4103,Female,45,1,28.0,0,1-2 Year,Yes,51673.0,26.0,158,0
4104,Male,47,1,3.0,0,1-2 Year,Yes,2630.0,109.0,259,0
4105,Female,31,1,28.0,1,< 1 Year,No,40325.0,152.0,179,0
4106,Female,78,1,28.0,0,1-2 Year,Yes,26977.0,26.0,18,0
4107,Female,38,1,12.0,0,1-2 Year,Yes,28479.0,154.0,159,1
4108,Male,46,1,28.0,0,1-2 Year,Yes,40748.0,124.0,55,0
4109,Female,20,1,8.0,1,< 1 Year,No,48842.0,160.0,285,0
4110,Female,79,1,28.0,0,1-2 Year,Yes,28407.0,124.0,23,0
4111,Male,46,1,24.0,1,1-2 Year,No,21536.0,124.0,280,0
4112,Male,38,1,28.0,0,1-2 Year,Yes,35961.0,24.0,57,0
4113,Male,23,1,8.0,1,< 1 Year,No,2630.0,124.0,58,0
4114,Male,55,1,3.0,0,1-2 Year,Yes,2630.0,124.0,68,0
4115,Female,50,1,28.0,0,1-2 Year,Yes,37500.0,26.0,282,1
4116,Female,23,1,14.0,1,< 1 Year,No,21299.0,152.0,293,0
4117,Female,69,1,28.0,1,1-2 Year,No,47220.0,124.0,170,0
4118,Female,80,1,28.0,0,> 2 Years,Yes,50108.0,122.0,271,0
4119,Female,32,1,30.0,0,< 1 Year,Yes,2630.0,160.0,132,0
4120,Female,28,1,41.0,0,< 1 Year,Yes,34931.0,124.0,232,0
4121,Female,31,1,46.0,1,1-2 Year,No,2630.0,156.0,61,0
4122,Male,28,1,33.0,1,< 1 Year,No,2630.0,152.0,74,0
4123,Male,52,1,28.0,0,1-2 Year,Yes,31611.0,26.0,288,0
4124,Female,21,1,21.0,0,< 1 Year,Yes,23328.0,160.0,83,0
4125,Female,44,1,28.0,0,1-2 Year,Yes,28510.0,124.0,144,0
4126,Female,24,1,29.0,1,< 1 Year,No,29716.0,151.0,50,0
4127,Female,24,1,28.0,1,< 1 Year,No,57144.0,152.0,282,0
4128,Male,25,1,28.0,0,1-2 Year,Yes,118594.0,26.0,58,0
4129,Male,41,1,3.0,0,1-2 Year,Yes,22031.0,124.0,262,1
4130,Male,46,1,8.0,0,1-2 Year,Yes,68992.0,26.0,15,1
4131,Male,42,1,28.0,0,1-2 Year,Yes,37237.0,124.0,92,1
4132,Female,22,1,18.0,1,< 1 Year,No,34516.0,152.0,51,0
4133,Male,48,1,38.0,1,1-2 Year,No,24547.0,26.0,49,0
4134,Male,45,1,30.0,0,1-2 Year,Yes,35424.0,26.0,271,1
4135,Female,26,1,18.0,1,< 1 Year,No,2630.0,152.0,125,0
4136,Male,45,1,29.0,0,1-2 Year,Yes,45362.0,26.0,190,0
4137,Female,22,1,36.0,0,< 1 Year,Yes,43801.0,152.0,282,0
4138,Female,65,1,18.0,1,1-2 Year,No,40326.0,26.0,263,0
4139,Male,22,1,15.0,1,< 1 Year,No,47208.0,152.0,27,0
4140,Male,61,1,28.0,0,> 2 Years,Yes,47817.0,26.0,234,0
4141,Female,26,1,11.0,0,< 1 Year,Yes,38440.0,124.0,245,1
4142,Female,26,1,13.0,1,< 1 Year,No,22995.0,152.0,206,0
4143,Male,54,1,15.0,1,1-2 Year,No,29833.0,124.0,187,0
4144,Male,24,1,7.0,0,< 1 Year,Yes,44588.0,152.0,154,0
4145,Female,23,1,11.0,1,< 1 Year,No,33257.0,152.0,183,0
4146,Male,66,1,13.0,0,1-2 Year,Yes,31275.0,26.0,183,1
4147,Male,36,1,29.0,0,1-2 Year,Yes,23272.0,26.0,259,0
4148,Male,23,1,41.0,1,< 1 Year,No,31550.0,152.0,73,0
4149,Male,54,1,20.0,1,1-2 Year,No,2630.0,124.0,136,0
4150,Male,69,1,46.0,0,1-2 Year,Yes,26959.0,124.0,241,0
4151,Female,40,1,30.0,0,1-2 Year,Yes,27320.0,26.0,205,0
4152,Male,27,1,50.0,0,< 1 Year,Yes,2630.0,152.0,89,0
4153,Male,22,1,28.0,0,< 1 Year,Yes,38912.0,124.0,247,1
4154,Female,25,1,41.0,1,< 1 Year,No,2630.0,152.0,41,0
4155,Male,29,1,15.0,0,< 1 Year,Yes,33080.0,152.0,285,0
4156,Female,46,1,29.0,0,1-2 Year,Yes,54768.0,26.0,124,0
4157,Male,61,1,29.0,1,1-2 Year,No,35393.0,26.0,270,0
4158,Male,21,1,8.0,1,< 1 Year,No,40194.0,160.0,248,0
4159,Female,46,1,28.0,0,1-2 Year,Yes,49537.0,26.0,52,0
4160,Female,41,1,19.0,0,1-2 Year,Yes,27979.0,124.0,199,1
4161,Female,77,1,28.0,1,1-2 Year,No,42683.0,124.0,190,0
4162,Male,22,1,46.0,1,< 1 Year,Yes,2630.0,160.0,158,0
4163,Male,27,1,28.0,1,< 1 Year,No,102708.0,152.0,84,0
4164,Male,22,1,27.0,1,< 1 Year,No,2630.0,26.0,203,0
4165,Female,33,1,28.0,0,< 1 Year,Yes,46222.0,154.0,28,0
4166,Female,23,1,30.0,0,< 1 Year,Yes,33176.0,152.0,198,0
4167,Female,23,1,46.0,1,< 1 Year,No,34386.0,152.0,214,0
4168,Male,52,1,28.0,0,> 2 Years,Yes,31201.0,56.0,235,0
4169,Female,43,1,28.0,0,1-2 Year,Yes,2630.0,156.0,116,0
4170,Female,23,1,30.0,1,< 1 Year,No,31276.0,152.0,176,0
4171,Female,43,1,28.0,0,1-2 Year,Yes,51969.0,26.0,66,0
4172,Female,27,1,8.0,1,< 1 Year,No,20323.0,152.0,67,0
4173,Male,51,1,28.0,0,1-2 Year,Yes,37267.0,26.0,48,0
4174,Female,70,1,47.0,0,> 2 Years,Yes,2630.0,156.0,288,0
4175,Male,76,1,28.0,1,1-2 Year,No,38265.0,26.0,173,0
4176,Male,65,1,28.0,1,1-2 Year,No,35481.0,26.0,239,0
4177,Male,39,1,28.0,0,1-2 Year,Yes,22515.0,124.0,231,0
4178,Female,22,1,9.0,1,< 1 Year,No,34808.0,152.0,62,0
4179,Male,24,1,10.0,1,< 1 Year,No,23176.0,152.0,108,0
4180,Female,23,1,46.0,1,< 1 Year,No,37420.0,152.0,126,0
4181,Male,29,1,33.0,1,< 1 Year,No,27633.0,152.0,270,0
4182,Male,22,1,29.0,0,< 1 Year,Yes,52306.0,152.0,285,0
4183,Female,36,1,10.0,0,1-2 Year,Yes,32664.0,152.0,216,0
4184,Male,25,1,33.0,1,< 1 Year,No,2630.0,152.0,168,0
4185,Female,23,1,8.0,1,< 1 Year,No,44491.0,152.0,270,0
4186,Male,50,1,13.0,0,1-2 Year,Yes,43272.0,26.0,103,0
4187,Female,25,1,11.0,1,< 1 Year,No,19214.0,152.0,10,0
4188,Female,29,1,8.0,1,< 1 Year,No,24873.0,152.0,106,0
4189,Female,50,1,41.0,0,1-2 Year,Yes,41806.0,124.0,229,1
4190,Male,50,1,28.0,0,1-2 Year,Yes,2630.0,54.0,264,1
4191,Female,53,1,8.0,0,1-2 Year,Yes,30890.0,124.0,165,1
4192,Male,47,1,28.0,0,1-2 Year,Yes,48031.0,44.0,90,0
4193,Male,30,1,21.0,1,1-2 Year,No,25140.0,124.0,57,0
4194,Male,24,1,49.0,0,< 1 Year,Yes,28074.0,152.0,185,0
4195,Female,25,1,11.0,0,< 1 Year,No,29892.0,152.0,107,0
4196,Male,26,1,45.0,1,< 1 Year,No,31058.0,152.0,147,0
4197,Female,51,1,8.0,0,1-2 Year,Yes,2630.0,157.0,111,0
4198,Female,23,1,12.0,1,< 1 Year,No,33281.0,152.0,156,0
4199,Female,59,1,28.0,1,1-2 Year,No,64838.0,26.0,117,0
4200,Female,74,1,46.0,1,1-2 Year,Yes,29389.0,26.0,162,0
4201,Male,43,1,28.0,1,1-2 Year,No,50475.0,26.0,65,0
4202,Female,48,1,0.0,0,1-2 Year,Yes,2630.0,26.0,299,1
4203,Male,24,1,36.0,0,< 1 Year,Yes,30838.0,152.0,195,0
4204,Male,23,1,46.0,1,< 1 Year,No,26212.0,152.0,216,0
4205,Female,37,1,28.0,0,1-2 Year,Yes,38331.0,124.0,239,1
4206,Male,51,1,4.0,0,> 2 Years,Yes,28188.0,26.0,79,0
4207,Male,73,1,39.0,0,1-2 Year,Yes,31523.0,124.0,163,0
4208,Male,42,1,28.0,0,1-2 Year,Yes,34854.0,124.0,141,0
4209,Female,24,1,39.0,0,< 1 Year,Yes,2630.0,152.0,185,0
4210,Female,24,1,13.0,0,< 1 Year,Yes,27378.0,152.0,118,0
4211,Male,40,1,3.0,0,1-2 Year,Yes,2630.0,26.0,255,0
4212,Female,34,1,18.0,0,1-2 Year,Yes,2630.0,124.0,216,0
4213,Female,26,1,29.0,1,< 1 Year,No,42764.0,152.0,90,0
4214,Female,65,1,46.0,0,1-2 Year,No,2630.0,156.0,227,0
4215,Female,26,1,41.0,1,< 1 Year,No,40917.0,152.0,82,0
4216,Female,34,1,13.0,0,1-2 Year,Yes,2630.0,156.0,167,1
4217,Male,38,1,52.0,0,1-2 Year,Yes,2630.0,124.0,244,1
4218,Male,44,1,46.0,1,1-2 Year,No,33456.0,124.0,189,0
4219,Male,73,1,28.0,1,1-2 Year,No,28165.0,26.0,32,0
4220,Male,29,1,28.0,0,< 1 Year,Yes,47084.0,152.0,244,0
4221,Female,42,1,28.0,1,1-2 Year,No,47804.0,147.0,152,0
4222,Male,27,1,21.0,1,< 1 Year,No,25871.0,152.0,220,0
4223,Male,34,1,28.0,0,> 2 Years,Yes,23742.0,124.0,92,0
4224,Male,67,1,28.0,0,> 2 Years,Yes,50211.0,124.0,133,0
4225,Male,21,1,40.0,1,< 1 Year,No,26361.0,152.0,198,0
4226,Female,35,1,21.0,1,1-2 Year,No,2630.0,152.0,296,0
4227,Female,42,1,28.0,1,1-2 Year,No,33025.0,139.0,37,0
4228,Female,50,1,28.0,1,1-2 Year,No,64806.0,26.0,284,0
4229,Female,33,1,8.0,1,1-2 Year,No,33537.0,124.0,299,0
4230,Male,40,1,48.0,0,1-2 Year,Yes,2630.0,124.0,76,0
4231,Female,37,1,18.0,0,1-2 Year,Yes,30128.0,150.0,60,1
4232,Male,22,1,28.0,0,< 1 Year,Yes,41590.0,26.0,38,0
4233,Female,71,1,28.0,1,1-2 Year,No,30325.0,122.0,187,0
4234,Female,26,1,28.0,0,1-2 Year,Yes,43343.0,124.0,288,0
4235,Female,26,1,21.0,1,< 1 Year,No,20788.0,152.0,96,0
4236,Female,44,1,8.0,1,1-2 Year,No,32327.0,26.0,68,0
4237,Female,42,1,45.0,1,1-2 Year,No,32351.0,31.0,96,0
4238,Female,32,1,6.0,1,< 1 Year,No,23730.0,152.0,131,0
4239,Female,53,1,13.0,0,1-2 Year,Yes,28718.0,124.0,241,0
4240,Male,34,1,40.0,0,1-2 Year,Yes,27066.0,154.0,286,0
4241,Female,51,1,28.0,0,1-2 Year,Yes,69184.0,124.0,220,1
4242,Male,26,1,40.0,1,< 1 Year,No,36046.0,152.0,247,0
4243,Male,38,1,8.0,0,1-2 Year,Yes,34426.0,124.0,191,0
4244,Female,43,1,3.0,0,1-2 Year,Yes,39794.0,26.0,84,0
4245,Male,24,1,36.0,1,< 1 Year,No,2630.0,152.0,269,0
4246,Male,69,1,50.0,0,1-2 Year,Yes,2630.0,157.0,52,1
4247,Female,22,1,39.0,0,< 1 Year,Yes,2630.0,160.0,151,0
4248,Female,77,1,28.0,1,1-2 Year,No,75868.0,122.0,54,0
4249,Female,61,1,30.0,1,1-2 Year,No,2630.0,124.0,290,0
4250,Male,49,1,23.0,0,1-2 Year,Yes,32080.0,26.0,81,0
4251,Female,23,1,8.0,1,< 1 Year,No,48752.0,152.0,193,0
4252,Female,32,1,37.0,1,< 1 Year,No,32410.0,152.0,76,0
4253,Female,45,1,33.0,1,1-2 Year,No,30480.0,124.0,232,0
4254,Male,62,1,28.0,0,1-2 Year,Yes,34698.0,26.0,145,0
4255,Male,35,1,7.0,1,1-2 Year,Yes,2630.0,124.0,253,0
4256,Male,43,1,18.0,0,1-2 Year,Yes,37623.0,26.0,101,1
4257,Male,75,1,28.0,0,1-2 Year,Yes,2630.0,124.0,121,0
4258,Female,40,1,8.0,0,1-2 Year,Yes,48355.0,124.0,248,0
4259,Female,43,1,28.0,0,1-2 Year,Yes,41404.0,124.0,199,0
4260,Female,24,1,9.0,1,< 1 Year,No,25349.0,152.0,137,0
4261,Female,24,1,30.0,0,< 1 Year,Yes,27493.0,152.0,80,0
4262,Female,24,1,8.0,1,< 1 Year,No,26718.0,152.0,194,0
4263,Male,24,1,15.0,1,< 1 Year,No,35366.0,152.0,87,0
4264,Male,60,1,8.0,0,1-2 Year,Yes,30792.0,26.0,193,0
4265,Female,22,1,32.0,0,< 1 Year,Yes,33351.0,152.0,265,0
4266,Male,52,1,28.0,1,1-2 Year,No,29866.0,26.0,283,0
4267,Male,39,1,29.0,0,1-2 Year,Yes,50325.0,26.0,276,0
4268,Male,23,1,11.0,1,< 1 Year,No,31499.0,152.0,216,0
4269,Male,41,1,28.0,0,1-2 Year,Yes,47997.0,26.0,154,1
4270,Female,37,1,22.0,0,1-2 Year,No,2630.0,152.0,15,0
4271,Male,64,1,52.0,1,1-2 Year,No,51671.0,26.0,202,0
4272,Male,50,1,28.0,0,1-2 Year,Yes,34040.0,26.0,67,0
4273,Male,43,1,45.0,1,1-2 Year,No,34748.0,151.0,44,0
4274,Male,24,1,14.0,1,< 1 Year,No,23129.0,152.0,210,0
4275,Male,50,1,28.0,1,1-2 Year,No,45046.0,26.0,214,0
4276,Male,41,1,28.0,0,1-2 Year,Yes,45862.0,124.0,111,0
4277,Male,42,1,23.0,0,1-2 Year,Yes,2630.0,26.0,158,0
4278,Female,42,1,3.0,0,1-2 Year,Yes,2630.0,156.0,225,0
4279,Female,26,1,30.0,0,< 1 Year,Yes,27128.0,152.0,57,0
4280,Male,40,1,28.0,1,1-2 Year,No,102867.0,124.0,135,0
4281,Female,20,1,49.0,0,< 1 Year,Yes,21577.0,160.0,237,0
4282,Male,74,1,28.0,1,1-2 Year,No,51896.0,122.0,11,0
4283,Female,25,1,15.0,0,< 1 Year,Yes,32458.0,152.0,231,0
4284,Male,25,1,23.0,1,< 1 Year,No,21646.0,152.0,285,0
4285,Female,25,1,8.0,1,< 1 Year,No,34136.0,152.0,27,0
4286,Male,21,1,8.0,1,< 1 Year,No,31571.0,152.0,221,0
4287,Male,21,1,28.0,1,< 1 Year,No,54155.0,152.0,116,0
4288,Male,42,1,28.0,0,1-2 Year,No,17965.0,30.0,235,0
4289,Male,33,1,18.0,1,< 1 Year,No,26390.0,152.0,150,0
4290,Male,60,1,28.0,0,1-2 Year,Yes,40045.0,60.0,232,0
4291,Female,20,1,28.0,0,< 1 Year,Yes,38120.0,160.0,191,0
4292,Female,28,1,27.0,1,< 1 Year,No,2630.0,152.0,49,0
4293,Male,28,1,50.0,1,< 1 Year,No,46341.0,152.0,239,0
4294,Female,47,1,28.0,0,1-2 Year,Yes,53147.0,122.0,145,0
4295,Male,69,1,29.0,0,1-2 Year,No,24377.0,124.0,123,0
4296,Male,21,1,30.0,1,< 1 Year,No,37708.0,152.0,96,0
4297,Female,34,1,28.0,0,1-2 Year,Yes,68042.0,122.0,160,0
4298,Female,41,1,39.0,1,1-2 Year,No,2630.0,150.0,270,0
4299,Female,54,1,8.0,1,1-2 Year,No,39847.0,26.0,76,0
4300,Female,41,1,50.0,0,1-2 Year,Yes,30391.0,124.0,39,0
4301,Female,30,1,14.0,0,< 1 Year,Yes,24245.0,156.0,262,0
4302,Female,28,1,18.0,1,< 1 Year,No,29256.0,152.0,213,0
4303,Male,46,1,13.0,1,1-2 Year,No,29981.0,26.0,198,0
4304,Female,26,1,47.0,1,< 1 Year,No,35150.0,163.0,156,0
4305,Male,24,1,8.0,1,< 1 Year,No,66795.0,152.0,240,0
4306,Male,45,1,39.0,0,1-2 Year,Yes,2630.0,124.0,84,0
4307,Female,53,1,28.0,0,1-2 Year,Yes,46379.0,122.0,48,1
4308,Male,25,1,28.0,1,< 1 Year,No,33958.0,152.0,158,0
4309,Female,22,1,9.0,0,< 1 Year,No,26239.0,160.0,280,0
4310,Female,53,1,28.0,0,1-2 Year,Yes,38742.0,124.0,134,0
4311,Female,48,1,26.0,0,1-2 Year,Yes,32582.0,22.0,14,0
4312,Female,25,1,28.0,0,< 1 Year,Yes,34831.0,156.0,235,1
4313,Male,23,1,28.0,0,< 1 Year,Yes,66520.0,122.0,198,0
4314,Male,27,1,28.0,1,< 1 Year,No,27893.0,152.0,298,0
4315,Female,42,1,6.0,0,1-2 Year,Yes,2630.0,26.0,289,1
4316,Male,41,1,31.0,0,1-2 Year,Yes,2630.0,124.0,87,0
4317,Male,57,1,8.0,1,1-2 Year,No,40195.0,26.0,218,0
4318,Female,47,1,20.0,0,1-2 Year,Yes,2630.0,26.0,23,0
4319,Male,38,1,48.0,0,1-2 Year,Yes,2630.0,124.0,18,0
4320,Female,46,1,28.0,0,1-2 Year,Yes,2630.0,156.0,160,0
4321,Male,31,1,31.0,1,< 1 Year,No,2630.0,124.0,61,0
4322,Male,67,1,37.0,0,1-2 Year,Yes,2630.0,157.0,189,0
4323,Male,45,1,28.0,0,1-2 Year,Yes,37949.0,36.0,282,0
4324,Female,44,1,17.0,0,1-2 Year,Yes,30733.0,26.0,79,0
4325,Female,42,1,8.0,0,1-2 Year,Yes,45698.0,26.0,152,0
4326,Female,70,1,6.0,1,1-2 Year,No,25776.0,124.0,105,0
4327,Male,22,1,29.0,0,< 1 Year,Yes,25411.0,154.0,174,1
4328,Female,24,1,29.0,1,< 1 Year,No,28298.0,152.0,207,0
4329,Male,23,1,8.0,1,< 1 Year,No,32641.0,152.0,215,0
4330,Male,22,1,10.0,0,1-2 Year,Yes,2630.0,156.0,174,0
4331,Female,36,1,33.0,0,1-2 Year,Yes,2630.0,157.0,168,0
4332,Male,21,1,37.0,1,< 1 Year,No,31636.0,160.0,86,0
4333,Female,21,1,8.0,0,< 1 Year,Yes,41987.0,152.0,35,0
4334,Male,24,1,8.0,1,< 1 Year,No,57492.0,152.0,210,0
4335,Female,62,1,39.0,0,1-2 Year,No,2630.0,156.0,185,0
4336,Female,37,1,19.0,0,> 2 Years,Yes,2630.0,124.0,57,0
4337,Female,27,1,9.0,1,< 1 Year,No,25114.0,160.0,195,0
4338,Female,25,1,13.0,1,< 1 Year,No,28038.0,152.0,176,0
4339,Male,65,1,30.0,0,1-2 Year,Yes,2630.0,156.0,215,0
4340,Male,26,1,36.0,1,< 1 Year,No,34632.0,152.0,144,0
4341,Male,51,1,28.0,1,1-2 Year,No,44200.0,120.0,55,0
4342,Male,53,1,50.0,0,1-2 Year,Yes,45231.0,122.0,36,0
4343,Female,24,1,17.0,1,< 1 Year,No,42244.0,152.0,93,0
4344,Female,64,1,28.0,0,1-2 Year,Yes,76145.0,26.0,171,0
4345,Female,24,1,33.0,1,< 1 Year,No,27457.0,152.0,176,0
4346,Male,23,1,21.0,0,< 1 Year,Yes,28875.0,124.0,132,0
4347,Female,50,1,38.0,0,1-2 Year,Yes,2630.0,26.0,16,1
4348,Female,23,1,37.0,0,< 1 Year,Yes,29166.0,152.0,31,0
4349,Male,36,1,11.0,0,1-2 Year,Yes,2630.0,156.0,94,0
4350,Male,50,1,26.0,1,1-2 Year,No,35551.0,22.0,73,0
4351,Female,22,1,14.0,1,< 1 Year,No,24841.0,152.0,275,0
4352,Female,20,1,9.0,1,< 1 Year,No,31362.0,160.0,285,0
4353,Female,38,1,28.0,0,1-2 Year,Yes,22142.0,122.0,194,0
4354,Male,39,1,37.0,1,1-2 Year,No,40728.0,124.0,21,0
4355,Male,44,1,28.0,0,1-2 Year,Yes,31137.0,124.0,54,0
4356,Male,74,1,7.0,0,1-2 Year,Yes,2630.0,26.0,143,0
4357,Male,64,1,28.0,0,1-2 Year,Yes,41611.0,26.0,134,0
4358,Female,40,1,18.0,0,1-2 Year,Yes,33839.0,124.0,42,0
4359,Female,34,1,39.0,0,1-2 Year,Yes,37262.0,26.0,254,0
4360,Female,44,1,29.0,1,1-2 Year,No,38143.0,26.0,103,0
4361,Male,73,1,28.0,1,1-2 Year,No,50254.0,26.0,75,0
4362,Male,25,1,15.0,0,< 1 Year,Yes,37189.0,152.0,51,0
4363,Male,62,1,1.0,0,1-2 Year,No,2630.0,26.0,202,0
4364,Male,43,1,28.0,0,> 2 Years,Yes,31180.0,26.0,292,0
4365,Male,55,1,28.0,1,1-2 Year,No,41600.0,124.0,59,0
4366,Female,48,1,28.0,0,> 2 Years,Yes,49677.0,26.0,260,0
4367,Male,39,1,15.0,0,1-2 Year,Yes,40410.0,26.0,146,1
4368,Female,42,1,20.0,0,1-2 Year,Yes,2630.0,124.0,77,0
4369,Female,44,1,0.0,1,1-2 Year,No,2630.0,122.0,188,0
4370,Female,24,1,47.0,0,< 1 Year,Yes,35046.0,152.0,141,0
4371,Male,50,1,28.0,1,1-2 Year,No,49546.0,26.0,38,0
4372,Female,62,1,19.0,0,1-2 Year,No,27234.0,124.0,102,0
4373,Male,44,1,30.0,1,1-2 Year,No,27601.0,157.0,143,0
4374,Male,25,1,30.0,1,< 1 Year,No,24384.0,152.0,146,0
4375,Male,27,1,26.0,1,< 1 Year,No,32357.0,151.0,89,0
4376,Female,22,1,8.0,1,< 1 Year,No,48734.0,152.0,196,0
4377,Female,46,1,9.0,1,1-2 Year,No,27325.0,26.0,255,0
4378,Female,47,1,28.0,1,1-2 Year,No,33414.0,124.0,198,0
4379,Male,26,1,35.0,1,< 1 Year,No,23175.0,152.0,235,0
4380,Female,22,1,8.0,0,< 1 Year,Yes,67974.0,152.0,243,1
4381,Male,24,1,15.0,1,< 1 Year,No,27272.0,152.0,286,0
4382,Female,24,1,6.0,1,< 1 Year,No,45051.0,152.0,138,0
4383,Male,20,1,27.0,0,< 1 Year,Yes,2630.0,160.0,109,0
4384,Male,52,1,8.0,0,> 2 Years,Yes,70108.0,124.0,168,0
4385,Male,33,1,28.0,1,1-2 Year,No,51300.0,13.0,62,0
4386,Female,26,1,11.0,1,< 1 Year,No,27201.0,152.0,98,0
4387,Male,41,1,28.0,0,1-2 Year,Yes,35127.0,124.0,227,0
4388,Male,20,1,36.0,0,< 1 Year,Yes,27780.0,160.0,254,0
4389,Female,21,1,3.0,0,< 1 Year,No,2630.0,160.0,103,0
4390,Male,26,1,24.0,1,< 1 Year,No,24600.0,152.0,128,0
4391,Male,25,1,15.0,1,< 1 Year,No,25349.0,152.0,292,0
4392,Female,26,1,28.0,1,< 1 Year,No,44963.0,152.0,102,0
4393,Female,38,1,40.0,0,1-2 Year,Yes,29860.0,26.0,165,0
4394,Male,23,1,16.0,1,< 1 Year,No,2630.0,160.0,49,0
4395,Male,58,1,41.0,0,1-2 Year,Yes,44048.0,26.0,292,0
4396,Male,58,1,15.0,1,1-2 Year,Yes,27948.0,124.0,51,0
4397,Female,46,1,8.0,1,1-2 Year,No,2630.0,7.0,79,0
4398,Male,23,1,24.0,0,< 1 Year,Yes,48288.0,152.0,228,0
4399,Male,74,1,31.0,1,1-2 Year,No,2630.0,124.0,102,0
4400,Male,68,1,28.0,0,1-2 Year,No,42578.0,122.0,272,0
4401,Male,43,1,28.0,0,1-2 Year,Yes,27421.0,26.0,219,0
4402,Male,67,1,28.0,1,1-2 Year,No,39962.0,26.0,154,0
4403,Female,24,1,2.0,1,< 1 Year,No,31778.0,152.0,141,0
4404,Male,50,1,28.0,0,1-2 Year,Yes,48231.0,26.0,221,0
4405,Male,33,1,28.0,0,< 1 Year,Yes,2630.0,152.0,160,0
4406,Female,24,1,25.0,1,< 1 Year,No,28097.0,152.0,292,0
4407,Female,33,1,27.0,0,< 1 Year,Yes,27119.0,152.0,213,1
4408,Male,77,1,50.0,1,1-2 Year,No,45075.0,8.0,227,0
4409,Male,39,1,28.0,1,1-2 Year,No,45065.0,124.0,190,0
4410,Female,46,1,28.0,0,1-2 Year,Yes,31534.0,26.0,246,0
4411,Female,63,1,28.0,1,1-2 Year,No,44708.0,26.0,249,0
4412,Male,49,1,28.0,0,1-2 Year,Yes,46472.0,26.0,65,1
